"","Subject","Condition","word","wordType","grammarType","trial","nounAnswer","nounAnswer2","accuracy","rt"
"7915","BAM11","BAM","beauty","filler","noun",90,0,"notNoun",0,662
"7916","BAM11","BAM","become","filler","notNoun",26,0,"notNoun",1,879
"7917","BAM11","BAM","brain","filler","noun",23,1,"noun",1,810
"7918","BAM11","BAM","camera","filler","noun",76,0,"notNoun",0,679
"7919","BAM11","BAM","coliseumstep9","critical","noun",59,0,"notNoun",0,892
"7920","BAM11","BAM","degree","filler","noun",5,0,"notNoun",0,738
"7921","BAM11","BAM","depend","filler","notNoun",87,0,"notNoun",1,1124
"7922","BAM11","BAM","develop","filler","notNoun",57,0,"notNoun",1,842
"7923","BAM11","BAM","dinosaurstep8","critical","noun",45,1,"noun",1,688
"7924","BAM11","BAM","document","filler","noun",33,0,"notNoun",0,949
"7925","BAM11","BAM","dragon","filler","noun",62,1,"noun",1,736
"7926","BAM11","BAM","embarrassingstep9","critical","notNoun",30,0,"notNoun",1,992
"7927","BAM11","BAM","embassystep11","critical","noun",92,0,"notNoun",0,845
"7928","BAM11","BAM","embody","filler","notNoun",43,0,"notNoun",1,1078
"7929","BAM11","BAM","embracestep9","critical","notNoun",95,0,"notNoun",1,1098
"7930","BAM11","BAM","energy","filler","noun",19,0,"notNoun",0,657
"7931","BAM11","BAM","engine","filler","noun",13,1,"noun",1,1131
"7932","BAM11","BAM","enroll","filler","notNoun",2,0,"notNoun",1,693
"7933","BAM11","BAM","eraserstep8","critical","noun",63,1,"noun",1,827
"7934","BAM11","BAM","eternal","filler","notNoun",3,0,"notNoun",1,853
"7935","BAM11","BAM","evolve","filler","notNoun",42,0,"notNoun",1,765
"7936","BAM11","BAM","failure","filler","noun",16,0,"notNoun",0,1003
"7937","BAM11","BAM","family","filler","noun",61,1,"noun",1,1092
"7938","BAM11","BAM","felony","filler","noun",72,0,"notNoun",0,1082
"7939","BAM11","BAM","freeze","filler","notNoun",94,0,"notNoun",1,1047
"7940","BAM11","BAM","fumble","filler","notNoun",21,0,"notNoun",1,723
"7941","BAM11","BAM","garden","filler","noun",82,1,"noun",1,792
"7942","BAM11","BAM","global","filler","notNoun",67,0,"notNoun",1,931
"7943","BAM11","BAM","grapple","filler","notNoun",25,0,"notNoun",1,709
"7944","BAM11","BAM","guilty","filler","notNoun",99,0,"notNoun",1,616
"7945","BAM11","BAM","gullible","filler","notNoun",40,0,"notNoun",1,1008
"7946","BAM11","BAM","hallucinatestep8","critical","notNoun",39,0,"notNoun",1,821
"7947","BAM11","BAM","hamburger","filler","noun",52,1,"noun",1,952
"7948","BAM11","BAM","harmful","filler","notNoun",48,0,"notNoun",1,1233
"7949","BAM11","BAM","hidden","filler","notNoun",91,0,"notNoun",1,648
"7950","BAM11","BAM","homogeneousstep11","critical","notNoun",89,0,"notNoun",1,823
"7951","BAM11","BAM","honeymoon","filler","noun",80,0,"notNoun",0,803
"7952","BAM11","BAM","human","filler","noun",58,1,"noun",1,703
"7953","BAM11","BAM","ignore","filler","notNoun",7,0,"notNoun",1,1078
"7954","BAM11","BAM","image","filler","noun",22,0,"notNoun",0,1133
"7955","BAM11","BAM","immoral","filler","notNoun",14,0,"notNoun",1,799
"7956","BAM11","BAM","immune","filler","notNoun",35,0,"notNoun",1,944
"7957","BAM11","BAM","ironic","filler","notNoun",37,0,"notNoun",1,1101
"7958","BAM11","BAM","kidnap","filler","notNoun",34,0,"notNoun",1,855
"7959","BAM11","BAM","lawyer","filler","noun",11,1,"noun",1,649
"7960","BAM11","BAM","lunatic","filler","notNoun",10,1,"noun",0,1005
"7961","BAM11","BAM","malpracticestep10","critical","noun",9,0,"notNoun",0,861
"7962","BAM11","BAM","manually","filler","notNoun",79,0,"notNoun",1,1220
"7963","BAM11","BAM","marina","filler","noun",31,0,"notNoun",0,820
"7964","BAM11","BAM","military","filler","noun",17,1,"noun",1,855
"7965","BAM11","BAM","mineral","filler","noun",93,1,"noun",1,956
"7966","BAM11","BAM","miraculousstep10","critical","notNoun",20,0,"notNoun",1,780
"7967","BAM11","BAM","momentary","filler","notNoun",44,0,"notNoun",1,800
"7968","BAM11","BAM","nervousstep13","critical","notNoun",15,0,"notNoun",1,745
"7969","BAM11","BAM","occupy","filler","notNoun",81,0,"notNoun",1,919
"7970","BAM11","BAM","omelet","filler","noun",53,1,"noun",1,1136
"7971","BAM11","BAM","opaque","filler","notNoun",85,0,"notNoun",1,843
"7972","BAM11","BAM","orbital","filler","notNoun",0,0,"notNoun",1,1274
"7973","BAM11","BAM","overcome","filler","notNoun",46,0,"notNoun",1,834
"7974","BAM11","BAM","parable","filler","noun",56,0,"notNoun",0,735
"7975","BAM11","BAM","parrot","filler","noun",60,1,"noun",1,662
"7976","BAM11","BAM","peninsulastep11","critical","noun",41,1,"noun",1,1078
"7977","BAM11","BAM","pineapple","filler","noun",75,1,"noun",1,684
"7978","BAM11","BAM","pregnancystep8","critical","noun",70,1,"noun",1,831
"7979","BAM11","BAM","recover","filler","notNoun",1,0,"notNoun",1,723
"7980","BAM11","BAM","regular","filler","notNoun",8,0,"notNoun",1,968
"7981","BAM11","BAM","rehearsalstep8","critical","noun",78,0,"notNoun",0,1054
"7982","BAM11","BAM","relate","filler","notNoun",18,0,"notNoun",1,749
"7983","BAM11","BAM","remedial","filler","notNoun",77,0,"notNoun",1,839
"7984","BAM11","BAM","remind","filler","notNoun",29,0,"notNoun",1,808
"7985","BAM11","BAM","romantic","filler","notNoun",27,0,"notNoun",1,844
"7986","BAM11","BAM","royal","filler","notNoun",28,0,"notNoun",1,850
"7987","BAM11","BAM","tennesseestep11","critical","noun",36,1,"noun",1,990
"7988","BAM11","BAM","tobacco","filler","noun",97,1,"noun",1,954
"7989","BAM11","BAM","totally","filler","notNoun",71,0,"notNoun",1,716
"7990","BAM11","BAM","tutorial","filler","noun",66,0,"notNoun",0,972
"7991","BAM11","BAM","typical","filler","notNoun",38,0,"notNoun",1,582
"7992","BAM11","BAM","umbrella","filler","noun",50,0,"notNoun",0,821
"7993","BAM11","BAM","unique","filler","notNoun",55,0,"notNoun",1,853
"7994","BAM11","BAM","utensilstep10","critical","noun",96,1,"noun",1,1081
"7995","BAM11","BAM","vibrant","filler","notNoun",84,0,"notNoun",1,1050
"7996","BAM11","BAM","warrantee","filler","noun",88,0,"notNoun",0,853
"7997","BAM11","BAM","weekly","filler","notNoun",49,0,"notNoun",1,730
"7998","BAM11","BAM","wrinkle","filler","noun",12,0,"notNoun",0,735
"7999","BAM11","BAM","yell","filler","notNoun",65,0,"notNoun",1,924
"8000","BAM11","BAM","yoghurt","filler","noun",4,0,"notNoun",0,872
"8001","BAM12","BAM","addressstep12","critical","noun",32,1,"noun",1,1405
"8002","BAM12","BAM","alone","filler","notNoun",73,1,"noun",0,1198
"8003","BAM12","BAM","america","filler","noun",47,1,"noun",1,1401
"8004","BAM12","BAM","anemia","filler","noun",98,0,"notNoun",0,1829
"8005","BAM12","BAM","animal","filler","noun",86,1,"noun",1,860
"8006","BAM12","BAM","announcementstep8","critical","noun",54,1,"noun",1,1394
"8007","BAM12","BAM","annoying","filler","notNoun",51,0,"notNoun",1,981
"8008","BAM12","BAM","appear","filler","notNoun",83,0,"notNoun",1,1219
"8009","BAM12","BAM","arkansasstep10","critical","noun",74,1,"noun",1,1089
"8010","BAM12","BAM","around","filler","notNoun",24,0,"notNoun",1,1849
"8011","BAM12","BAM","arthritisstep8","critical","noun",68,1,"noun",1,1169
"8012","BAM12","BAM","avenue","filler","noun",69,1,"noun",1,1597
"8013","BAM12","BAM","bakery","filler","noun",6,1,"noun",1,929
"8014","BAM12","BAM","ballerina","filler","noun",64,1,"noun",1,793
"8015","BAM12","BAM","beauty","filler","noun",90,1,"noun",1,1184
"8016","BAM12","BAM","become","filler","notNoun",26,0,"notNoun",1,1301
"8017","BAM12","BAM","brain","filler","noun",23,1,"noun",1,1918
"8018","BAM12","BAM","camera","filler","noun",76,1,"noun",1,858
"8019","BAM12","BAM","coliseumstep9","critical","noun",59,1,"noun",1,1235
"8020","BAM12","BAM","degree","filler","noun",5,1,"noun",1,1391
"8021","BAM12","BAM","depend","filler","notNoun",87,0,"notNoun",1,1548
"8022","BAM12","BAM","develop","filler","notNoun",57,1,"noun",0,2082
"8023","BAM12","BAM","dinosaurstep8","critical","noun",45,1,"noun",1,842
"8024","BAM12","BAM","document","filler","noun",33,1,"noun",1,1177
"8025","BAM12","BAM","dragon","filler","noun",62,1,"noun",1,1050
"8026","BAM12","BAM","embarrassingstep9","critical","notNoun",30,0,"notNoun",1,1342
"8027","BAM12","BAM","embassystep11","critical","noun",92,1,"noun",1,1336
"8028","BAM12","BAM","embody","filler","notNoun",43,0,"notNoun",1,1135
"8029","BAM12","BAM","embracestep9","critical","notNoun",95,0,"notNoun",1,1693
"8030","BAM12","BAM","energy","filler","noun",19,1,"noun",1,860
"8031","BAM12","BAM","engine","filler","noun",13,1,"noun",1,886
"8032","BAM12","BAM","enroll","filler","notNoun",2,0,"notNoun",1,1149
"8033","BAM12","BAM","eraserstep8","critical","noun",63,1,"noun",1,820
"8034","BAM12","BAM","eternal","filler","notNoun",3,0,"notNoun",1,1928
"8035","BAM12","BAM","evolve","filler","notNoun",42,0,"notNoun",1,1227
"8036","BAM12","BAM","failure","filler","noun",16,0,"notNoun",0,1083
"8037","BAM12","BAM","family","filler","noun",61,1,"noun",1,988
"8038","BAM12","BAM","felony","filler","noun",72,1,"noun",1,1024
"8039","BAM12","BAM","freeze","filler","notNoun",94,0,"notNoun",1,1313
"8040","BAM12","BAM","fumble","filler","notNoun",21,0,"notNoun",1,1175
"8041","BAM12","BAM","garden","filler","noun",82,1,"noun",1,903
"8042","BAM12","BAM","global","filler","notNoun",67,0,"notNoun",1,1084
"8043","BAM12","BAM","grapple","filler","notNoun",25,0,"notNoun",1,1917
"8044","BAM12","BAM","guilty","filler","notNoun",99,0,"notNoun",1,1206
"8045","BAM12","BAM","gullible","filler","notNoun",40,0,"notNoun",1,1207
"8046","BAM12","BAM","hallucinatestep8","critical","notNoun",39,0,"notNoun",1,1358
"8047","BAM12","BAM","hamburger","filler","noun",52,1,"noun",1,1106
"8048","BAM12","BAM","harmful","filler","notNoun",48,0,"notNoun",1,1025
"8049","BAM12","BAM","hidden","filler","notNoun",91,0,"notNoun",1,1154
"8050","BAM12","BAM","homogeneousstep11","critical","notNoun",89,0,"notNoun",1,1383
"8051","BAM12","BAM","honeymoon","filler","noun",80,1,"noun",1,939
"8052","BAM12","BAM","human","filler","noun",58,1,"noun",1,1120
"8053","BAM12","BAM","ignore","filler","notNoun",7,0,"notNoun",1,1313
"8054","BAM12","BAM","image","filler","noun",22,1,"noun",1,932
"8055","BAM12","BAM","immoral","filler","notNoun",14,1,"noun",0,1509
"8056","BAM12","BAM","immune","filler","notNoun",35,0,"notNoun",1,1528
"8057","BAM12","BAM","ironic","filler","notNoun",37,1,"noun",0,1079
"8058","BAM12","BAM","kidnap","filler","notNoun",34,1,"noun",0,933
"8059","BAM12","BAM","lawyer","filler","noun",11,1,"noun",1,1245
"8060","BAM12","BAM","lunatic","filler","notNoun",10,1,"noun",0,1095
"8061","BAM12","BAM","malpracticestep10","critical","noun",9,1,"noun",1,1496
"8062","BAM12","BAM","manually","filler","notNoun",79,0,"notNoun",1,3380
"8063","BAM12","BAM","marina","filler","noun",31,1,"noun",1,2012
"8064","BAM12","BAM","military","filler","noun",17,1,"noun",1,1141
"8065","BAM12","BAM","mineral","filler","noun",93,1,"noun",1,1118
"8066","BAM12","BAM","miraculousstep10","critical","notNoun",20,0,"notNoun",1,1252
"8067","BAM12","BAM","momentary","filler","notNoun",44,0,"notNoun",1,1112
"8068","BAM12","BAM","nervousstep13","critical","notNoun",15,0,"notNoun",1,1244
"8069","BAM12","BAM","occupy","filler","notNoun",81,0,"notNoun",1,1138
"8070","BAM12","BAM","omelet","filler","noun",53,1,"noun",1,952
"8071","BAM12","BAM","opaque","filler","notNoun",85,0,"notNoun",1,1261
"8072","BAM12","BAM","orbital","filler","notNoun",0,1,"noun",0,1577
"8073","BAM12","BAM","overcome","filler","notNoun",46,0,"notNoun",1,1040
"8074","BAM12","BAM","parable","filler","noun",56,0,"notNoun",0,972
"8075","BAM12","BAM","parrot","filler","noun",60,1,"noun",1,908
"8076","BAM12","BAM","peninsulastep11","critical","noun",41,1,"noun",1,1195
"8077","BAM12","BAM","pineapple","filler","noun",75,1,"noun",1,703
"8078","BAM12","BAM","pregnancystep8","critical","noun",70,1,"noun",1,920
"8079","BAM12","BAM","recover","filler","notNoun",1,0,"notNoun",1,1121
"8080","BAM12","BAM","regular","filler","notNoun",8,0,"notNoun",1,1644
"8081","BAM12","BAM","rehearsalstep8","critical","noun",78,0,"notNoun",0,1529
"8082","BAM12","BAM","relate","filler","notNoun",18,1,"noun",0,1370
"8083","BAM12","BAM","remedial","filler","notNoun",77,1,"noun",0,1277
"8084","BAM12","BAM","remind","filler","notNoun",29,0,"notNoun",1,1229
"8085","BAM12","BAM","romantic","filler","notNoun",27,0,"notNoun",1,1015
"8086","BAM12","BAM","royal","filler","notNoun",28,1,"noun",0,879
"8087","BAM12","BAM","tennesseestep11","critical","noun",36,1,"noun",1,947
"8088","BAM12","BAM","tobacco","filler","noun",97,1,"noun",1,1015
"8089","BAM12","BAM","totally","filler","notNoun",71,0,"notNoun",1,1253
"8090","BAM12","BAM","tutorial","filler","noun",66,1,"noun",1,1291
"8091","BAM12","BAM","typical","filler","notNoun",38,1,"noun",0,956
"8092","BAM12","BAM","umbrella","filler","noun",50,1,"noun",1,1332
"8093","BAM12","BAM","unique","filler","notNoun",55,0,"notNoun",1,1127
"8094","BAM12","BAM","utensilstep10","critical","noun",96,1,"noun",1,1394
"8095","BAM12","BAM","vibrant","filler","notNoun",84,0,"notNoun",1,1588
"8096","BAM12","BAM","warrantee","filler","noun",88,1,"noun",1,1422
"8097","BAM12","BAM","weekly","filler","notNoun",49,0,"notNoun",1,1098
"8098","BAM12","BAM","wrinkle","filler","noun",12,0,"notNoun",0,1087
"8099","BAM12","BAM","yell","filler","notNoun",65,0,"notNoun",1,1466
"8100","BAM12","BAM","yoghurt","filler","noun",4,1,"noun",1,1195
"8101","BAM13","BAM","addressstep12","critical","noun",64,1,"noun",1,1137
"8102","BAM13","BAM","alone","filler","notNoun",93,0,"notNoun",1,2797
"8103","BAM13","BAM","america","filler","noun",28,1,"noun",1,1314
"8104","BAM13","BAM","anemia","filler","noun",11,1,"noun",1,1066
"8105","BAM13","BAM","animal","filler","noun",37,1,"noun",1,772
"8106","BAM13","BAM","announcementstep8","critical","noun",36,1,"noun",1,1133
"8107","BAM13","BAM","annoying","filler","notNoun",61,0,"notNoun",1,1111
"8108","BAM13","BAM","appear","filler","notNoun",6,0,"notNoun",1,1083
"8109","BAM13","BAM","arkansasstep10","critical","noun",32,1,"noun",1,1173
"8110","BAM13","BAM","around","filler","notNoun",43,0,"notNoun",1,1696
"8111","BAM13","BAM","arthritisstep8","critical","noun",24,1,"noun",1,1614
"8112","BAM13","BAM","avenue","filler","noun",66,1,"noun",1,1188
"8113","BAM13","BAM","bakery","filler","noun",94,1,"noun",1,768
"8114","BAM13","BAM","ballerina","filler","noun",42,1,"noun",1,1010
"8115","BAM13","BAM","beauty","filler","noun",5,1,"noun",1,1215
"8116","BAM13","BAM","become","filler","notNoun",25,0,"notNoun",1,1078
"8117","BAM13","BAM","brain","filler","noun",90,1,"noun",1,926
"8118","BAM13","BAM","camera","filler","noun",13,1,"noun",1,1135
"8119","BAM13","BAM","coliseumstep9","critical","noun",18,1,"noun",1,1541
"8120","BAM13","BAM","degree","filler","noun",20,1,"noun",1,1202
"8121","BAM13","BAM","depend","filler","notNoun",86,0,"notNoun",1,1412
"8122","BAM13","BAM","develop","filler","notNoun",68,0,"notNoun",1,1020
"8123","BAM13","BAM","dinosaurstep8","critical","noun",19,1,"noun",1,923
"8124","BAM13","BAM","document","filler","noun",72,0,"notNoun",0,1055
"8125","BAM13","BAM","dragon","filler","noun",60,1,"noun",1,885
"8126","BAM13","BAM","embarrassingstep9","critical","notNoun",79,0,"notNoun",1,1390
"8127","BAM13","BAM","embassystep11","critical","noun",2,1,"noun",1,1097
"8128","BAM13","BAM","embody","filler","notNoun",8,0,"notNoun",1,1134
"8129","BAM13","BAM","embracestep9","critical","notNoun",7,0,"notNoun",1,1116
"8130","BAM13","BAM","energy","filler","noun",12,1,"noun",1,982
"8131","BAM13","BAM","engine","filler","noun",74,1,"noun",1,1039
"8132","BAM13","BAM","enroll","filler","notNoun",62,0,"notNoun",1,1325
"8133","BAM13","BAM","eraserstep8","critical","noun",59,1,"noun",1,1073
"8134","BAM13","BAM","eternal","filler","notNoun",81,0,"notNoun",1,1104
"8135","BAM13","BAM","evolve","filler","notNoun",16,0,"notNoun",1,1045
"8136","BAM13","BAM","failure","filler","noun",80,1,"noun",1,931
"8137","BAM13","BAM","family","filler","noun",14,1,"noun",1,1035
"8138","BAM13","BAM","felony","filler","noun",84,1,"noun",1,2012
"8139","BAM13","BAM","freeze","filler","notNoun",71,0,"notNoun",1,1828
"8140","BAM13","BAM","fumble","filler","notNoun",53,0,"notNoun",1,1050
"8141","BAM13","BAM","garden","filler","noun",49,1,"noun",1,808
"8142","BAM13","BAM","global","filler","notNoun",46,0,"notNoun",1,3957
"8143","BAM13","BAM","grapple","filler","notNoun",34,0,"notNoun",1,1147
"8144","BAM13","BAM","guilty","filler","notNoun",78,0,"notNoun",1,1139
"8145","BAM13","BAM","gullible","filler","notNoun",56,0,"notNoun",1,1002
"8146","BAM13","BAM","hallucinatestep8","critical","notNoun",40,0,"notNoun",1,1045
"8147","BAM13","BAM","hamburger","filler","noun",92,1,"noun",1,910
"8148","BAM13","BAM","harmful","filler","notNoun",95,0,"notNoun",1,1192
"8149","BAM13","BAM","hidden","filler","notNoun",58,0,"notNoun",1,1084
"8150","BAM13","BAM","homogeneousstep11","critical","notNoun",48,0,"notNoun",1,1459
"8151","BAM13","BAM","honeymoon","filler","noun",1,1,"noun",1,911
"8152","BAM13","BAM","human","filler","noun",22,1,"noun",1,912
"8153","BAM13","BAM","ignore","filler","notNoun",44,0,"notNoun",1,1078
"8154","BAM13","BAM","image","filler","noun",76,1,"noun",1,817
"8155","BAM13","BAM","immoral","filler","notNoun",17,0,"notNoun",1,1414
"8156","BAM13","BAM","immune","filler","notNoun",99,0,"notNoun",1,1520
"8157","BAM13","BAM","ironic","filler","notNoun",91,0,"notNoun",1,1236
"8158","BAM13","BAM","kidnap","filler","notNoun",83,0,"notNoun",1,1172
"8159","BAM13","BAM","lawyer","filler","noun",21,1,"noun",1,906
"8160","BAM13","BAM","lunatic","filler","notNoun",33,1,"noun",0,1661
"8161","BAM13","BAM","malpracticestep10","critical","noun",45,1,"noun",1,1033
"8162","BAM13","BAM","manually","filler","notNoun",23,0,"notNoun",1,1405
"8163","BAM13","BAM","marina","filler","noun",77,1,"noun",1,2212
"8164","BAM13","BAM","military","filler","noun",98,1,"noun",1,977
"8165","BAM13","BAM","mineral","filler","noun",27,1,"noun",1,1102
"8166","BAM13","BAM","miraculousstep10","critical","notNoun",4,0,"notNoun",1,1245
"8167","BAM13","BAM","momentary","filler","notNoun",55,0,"notNoun",1,2215
"8168","BAM13","BAM","nervousstep13","critical","notNoun",73,0,"notNoun",1,1064
"8169","BAM13","BAM","occupy","filler","notNoun",52,0,"notNoun",1,1853
"8170","BAM13","BAM","omelet","filler","noun",47,1,"noun",1,1176
"8171","BAM13","BAM","opaque","filler","notNoun",97,0,"notNoun",1,1143
"8172","BAM13","BAM","orbital","filler","notNoun",10,1,"noun",0,859
"8173","BAM13","BAM","overcome","filler","notNoun",39,0,"notNoun",1,1028
"8174","BAM13","BAM","parable","filler","noun",35,1,"noun",1,1972
"8175","BAM13","BAM","parrot","filler","noun",29,1,"noun",1,1300
"8176","BAM13","BAM","peninsulastep11","critical","noun",41,1,"noun",1,932
"8177","BAM13","BAM","pineapple","filler","noun",75,1,"noun",1,1085
"8178","BAM13","BAM","pregnancystep8","critical","noun",67,1,"noun",1,953
"8179","BAM13","BAM","recover","filler","notNoun",82,0,"notNoun",1,1128
"8180","BAM13","BAM","regular","filler","notNoun",15,0,"notNoun",1,1530
"8181","BAM13","BAM","rehearsalstep8","critical","noun",51,1,"noun",1,952
"8182","BAM13","BAM","relate","filler","notNoun",50,0,"notNoun",1,1418
"8183","BAM13","BAM","remedial","filler","notNoun",54,0,"notNoun",1,1360
"8184","BAM13","BAM","remind","filler","notNoun",88,0,"notNoun",1,1420
"8185","BAM13","BAM","romantic","filler","notNoun",85,0,"notNoun",1,1243
"8186","BAM13","BAM","royal","filler","notNoun",9,0,"notNoun",1,2659
"8187","BAM13","BAM","tennesseestep11","critical","noun",0,1,"noun",1,1444
"8188","BAM13","BAM","tobacco","filler","noun",57,1,"noun",1,1099
"8189","BAM13","BAM","totally","filler","notNoun",3,0,"notNoun",1,944
"8190","BAM13","BAM","tutorial","filler","noun",63,1,"noun",1,1751
"8191","BAM13","BAM","typical","filler","notNoun",70,0,"notNoun",1,1804
"8192","BAM13","BAM","umbrella","filler","noun",38,1,"noun",1,909
"8193","BAM13","BAM","unique","filler","notNoun",31,0,"notNoun",1,1077
"8194","BAM13","BAM","utensilstep10","critical","noun",30,1,"noun",1,942
"8195","BAM13","BAM","vibrant","filler","notNoun",65,0,"notNoun",1,1390
"8196","BAM13","BAM","warrantee","filler","noun",69,1,"noun",1,1106
"8197","BAM13","BAM","weekly","filler","notNoun",26,0,"notNoun",1,1064
"8198","BAM13","BAM","wrinkle","filler","noun",89,1,"noun",1,870
"8199","BAM13","BAM","yell","filler","notNoun",96,1,"noun",0,1503
"8200","BAM13","BAM","yoghurt","filler","noun",87,1,"noun",1,1008
"8201","BAM14","BAM","addressstep12","critical","noun",70,1,"noun",1,1063
"8202","BAM14","BAM","alone","filler","notNoun",96,0,"notNoun",1,922
"8203","BAM14","BAM","america","filler","noun",50,1,"noun",1,1115
"8204","BAM14","BAM","anemia","filler","noun",59,0,"notNoun",0,1288
"8205","BAM14","BAM","animal","filler","noun",49,1,"noun",1,1050
"8206","BAM14","BAM","announcementstep8","critical","noun",32,0,"notNoun",0,1070
"8207","BAM14","BAM","annoying","filler","notNoun",39,0,"notNoun",1,1031
"8208","BAM14","BAM","appear","filler","notNoun",29,0,"notNoun",1,1476
"8209","BAM14","BAM","arkansasstep10","critical","noun",93,1,"noun",1,1457
"8210","BAM14","BAM","around","filler","notNoun",51,0,"notNoun",1,2201
"8211","BAM14","BAM","arthritisstep8","critical","noun",54,1,"noun",1,1109
"8212","BAM14","BAM","avenue","filler","noun",63,1,"noun",1,1007
"8213","BAM14","BAM","bakery","filler","noun",86,1,"noun",1,951
"8214","BAM14","BAM","ballerina","filler","noun",26,1,"noun",1,930
"8215","BAM14","BAM","beauty","filler","noun",60,1,"noun",1,1086
"8216","BAM14","BAM","become","filler","notNoun",3,0,"notNoun",1,1167
"8217","BAM14","BAM","brain","filler","noun",58,1,"noun",1,989
"8218","BAM14","BAM","camera","filler","noun",95,1,"noun",1,999
"8219","BAM14","BAM","coliseumstep9","critical","noun",4,1,"noun",1,1858
"8220","BAM14","BAM","degree","filler","noun",10,1,"noun",1,1151
"8221","BAM14","BAM","depend","filler","notNoun",23,0,"notNoun",1,1257
"8222","BAM14","BAM","develop","filler","notNoun",36,0,"notNoun",1,1153
"8223","BAM14","BAM","dinosaurstep8","critical","noun",61,1,"noun",1,874
"8224","BAM14","BAM","document","filler","noun",42,1,"noun",1,1034
"8225","BAM14","BAM","dragon","filler","noun",46,1,"noun",1,938
"8226","BAM14","BAM","embarrassingstep9","critical","notNoun",57,0,"notNoun",1,1376
"8227","BAM14","BAM","embassystep11","critical","noun",12,1,"noun",1,1543
"8228","BAM14","BAM","embody","filler","notNoun",88,0,"notNoun",1,1174
"8229","BAM14","BAM","embracestep9","critical","notNoun",74,0,"notNoun",1,1293
"8230","BAM14","BAM","energy","filler","noun",87,1,"noun",1,1742
"8231","BAM14","BAM","engine","filler","noun",76,1,"noun",1,983
"8232","BAM14","BAM","enroll","filler","notNoun",38,0,"notNoun",1,1110
"8233","BAM14","BAM","eraserstep8","critical","noun",6,1,"noun",1,1179
"8234","BAM14","BAM","eternal","filler","notNoun",80,0,"notNoun",1,1323
"8235","BAM14","BAM","evolve","filler","notNoun",7,0,"notNoun",1,1828
"8236","BAM14","BAM","failure","filler","noun",43,1,"noun",1,1194
"8237","BAM14","BAM","family","filler","noun",48,1,"noun",1,1374
"8238","BAM14","BAM","felony","filler","noun",16,1,"noun",1,1523
"8239","BAM14","BAM","freeze","filler","notNoun",92,0,"notNoun",1,1669
"8240","BAM14","BAM","fumble","filler","notNoun",33,0,"notNoun",1,1134
"8241","BAM14","BAM","garden","filler","noun",64,1,"noun",1,1299
"8242","BAM14","BAM","global","filler","notNoun",72,0,"notNoun",1,1275
"8243","BAM14","BAM","grapple","filler","notNoun",81,0,"notNoun",1,1271
"8244","BAM14","BAM","guilty","filler","notNoun",9,0,"notNoun",1,1226
"8245","BAM14","BAM","gullible","filler","notNoun",28,0,"notNoun",1,1211
"8246","BAM14","BAM","hallucinatestep8","critical","notNoun",37,0,"notNoun",1,1150
"8247","BAM14","BAM","hamburger","filler","noun",27,1,"noun",1,1120
"8248","BAM14","BAM","harmful","filler","notNoun",15,0,"notNoun",1,1190
"8249","BAM14","BAM","hidden","filler","notNoun",45,0,"notNoun",1,1178
"8250","BAM14","BAM","homogeneousstep11","critical","notNoun",53,0,"notNoun",1,1619
"8251","BAM14","BAM","honeymoon","filler","noun",14,1,"noun",1,1055
"8252","BAM14","BAM","human","filler","noun",40,1,"noun",1,1057
"8253","BAM14","BAM","ignore","filler","notNoun",0,0,"notNoun",1,1774
"8254","BAM14","BAM","image","filler","noun",44,1,"noun",1,4258
"8255","BAM14","BAM","immoral","filler","notNoun",66,0,"notNoun",1,2054
"8256","BAM14","BAM","immune","filler","notNoun",79,0,"notNoun",1,1336
"8257","BAM14","BAM","ironic","filler","notNoun",84,0,"notNoun",1,1344
"8258","BAM14","BAM","kidnap","filler","notNoun",34,0,"notNoun",1,1054
"8259","BAM14","BAM","lawyer","filler","noun",62,1,"noun",1,996
"8260","BAM14","BAM","lunatic","filler","notNoun",20,1,"noun",0,1187
"8261","BAM14","BAM","malpracticestep10","critical","noun",21,1,"noun",1,1494
"8262","BAM14","BAM","manually","filler","notNoun",31,0,"notNoun",1,2598
"8263","BAM14","BAM","marina","filler","noun",89,1,"noun",1,1549
"8264","BAM14","BAM","military","filler","noun",35,1,"noun",1,944
"8265","BAM14","BAM","mineral","filler","noun",78,1,"noun",1,985
"8266","BAM14","BAM","miraculousstep10","critical","notNoun",13,0,"notNoun",1,1088
"8267","BAM14","BAM","momentary","filler","notNoun",47,0,"notNoun",1,1624
"8268","BAM14","BAM","nervousstep13","critical","notNoun",25,0,"notNoun",1,1111
"8269","BAM14","BAM","occupy","filler","notNoun",67,0,"notNoun",1,2011
"8270","BAM14","BAM","omelet","filler","noun",22,1,"noun",1,1064
"8271","BAM14","BAM","opaque","filler","notNoun",8,0,"notNoun",1,1307
"8272","BAM14","BAM","orbital","filler","notNoun",30,1,"noun",0,1612
"8273","BAM14","BAM","overcome","filler","notNoun",82,0,"notNoun",1,1082
"8274","BAM14","BAM","parable","filler","noun",90,0,"notNoun",0,1688
"8275","BAM14","BAM","parrot","filler","noun",85,1,"noun",1,1876
"8276","BAM14","BAM","peninsulastep11","critical","noun",19,1,"noun",1,1961
"8277","BAM14","BAM","pineapple","filler","noun",68,1,"noun",1,1004
"8278","BAM14","BAM","pregnancystep8","critical","noun",5,1,"noun",1,1287
"8279","BAM14","BAM","recover","filler","notNoun",77,0,"notNoun",1,1602
